hour,time_of_day,day_of_week,is_weekend,event_category,scheduled_event,time_until_event_min,location,energy_level,phone_battery_pct,tasks_pending,last_meal_hours_ago,last_break_minutes_ago,weather,focus_score,fuel_level_pct,has_unread_email,messages_pending,last_media,is_night,suggestion_name,suggestion_label
9,morning,4,0,work,focus_work,33,commuting,13.2,66.2,7,1.39,71.1,clear,81.3,52.3,0,5,none,0,play_music,9
18,evening,0,0,social,family_time,22,outside,34.0,77.5,7,0.45,6.2,snow,23.3,68.9,0,3,music,0,start_commute,17
9,morning,3,0,social,friends_hangout,-15,commuting,71.0,42.7,3,2.61,65.1,clear,69.2,60.7,0,1,music,0,send_late_message,13
0,night,6,1,none,none,999,outside,58.7,83.2,9,2.24,78.8,clear,97.2,72.7,1,5,none,1,no_action,7
2,night,1,0,social,friends_hangout,122,home,93.9,83.9,3,0.95,7.6,rain,0.9,5.0,0,0,music,1,no_action,7
4,night,6,1,none,none,999,home,55.4,30.9,7,0.07,116.1,rain,13.2,39.8,0,3,music,1,no_action,7
9,morning,4,0,work,presentation,127,work,88.1,90.0,10,4.51,11.3,rain,33.1,70.7,0,0,podcast,0,no_action,7
3,night,6,1,none,none,999,home,59.2,28.9,8,0.88,142.7,clear,18.9,19.8,1,1,music,1,no_action,7
6,morning,2,0,health,gym,-15,gym,30.6,92.7,8,1.47,19.9,fog,28.5,46.2,0,2,none,0,no_action,7
20,evening,1,0,school,study_session,28,school,75.2,82.4,3,0.32,136.3,clear,83.4,35.1,0,0,music,0,take_break,20
23,night,2,0,none,none,999,home,21.3,100.0,2,2.56,74.5,rain,35.5,75.5,0,1,music,1,sleep_suggestion,15
10,morning,1,0,work,focus_work,73,work,49.1,69.7,6,1.09,51.4,clear,34.3,72.6,0,5,none,0,no_action,7
17,evening,4,0,health,therapy,10,commuting,82.2,66.4,2,1.3,162.8,snow,35.0,49.7,0,1,music,0,suggest_repeat_action,19
19,evening,2,0,school,assignment_due,73,school,85.2,59.0,7,1.36,17.0,rain,89.6,99.7,0,3,podcast,0,no_action,7
20,evening,5,1,social,friends_hangout,-20,commuting,69.2,84.3,2,1.16,155.6,clear,96.1,52.7,0,1,music,0,send_late_message,13
11,morning,3,0,work,team_meeting,96,work,71.3,74.5,10,0.2,113.7,snow,83.3,87.2,0,1,podcast,0,take_break,20
22,night,6,1,social,date,45,home,34.5,71.5,0,1.28,3.3,fog,45.0,52.7,1,2,podcast,1,no_action,7
16,afternoon,5,1,social,friends_hangout,10,commuting,43.8,66.7,9,1.42,131.7,fog,68.5,66.9,0,4,none,0,get_ready,6
17,evening,2,0,health,doctor_appointment,101,outside,94.4,100.0,0,4.08,43.7,rain,40.0,52.2,1,5,music,0,no_action,7
22,night,6,1,none,none,999,home,80.7,83.3,5,3.22,153.2,clear,61.1,93.0,0,5,podcast,1,wind_down,22
2,night,0,0,none,none,999,home,47.4,59.9,0,0.41,93.6,clear,67.7,82.4,0,0,none,1,no_action,7
2,night,1,0,none,none,999,home,40.5,43.5,3,0.36,72.6,clear,68.4,43.8,0,2,podcast,1,sleep_suggestion,15
17,evening,3,0,work,deadline,61,work,35.6,61.4,6,2.42,96.8,rain,12.8,27.8,0,0,podcast,0,take_break,20
19,evening,1,0,none,none,999,home,74.4,84.2,4,0.38,20.1,clear,52.8,39.9,0,0,music,0,focus_session,5
19,evening,6,1,social,dinner,16,restaurant,22.3,56.6,1,2.19,124.7,clear,61.4,60.0,0,3,none,0,get_ready,6
11,morning,6,1,social,family_time,48,home,25.2,100.0,4,1.98,122.1,snow,15.9,47.0,0,4,podcast,0,no_action,7
21,night,2,0,work,focus_work,156,work,29.5,65.6,8,1.56,155.4,clear,90.4,93.2,0,2,none,1,take_break,20
7,morning,4,0,work,focus_work,67,work,50.9,90.7,8,0.09,137.4,clear,31.8,72.6,0,5,none,0,take_break,20
7,morning,1,0,health,therapy,68,outside,95.1,32.1,2,2.66,115.2,rain,20.3,60.3,0,1,none,0,no_action,7
2,night,3,0,social,dinner,35,restaurant,13.3,100.0,1,4.57,172.5,rain,80.3,61.2,0,5,podcast,1,sleep_suggestion,15
19,evening,0,0,school,exam,66,school,66.7,50.7,5,5.21,35.8,rain,19.1,42.5,0,3,music,0,study_for_class,18
5,morning,3,0,none,none,999,home,75.2,75.1,0,2.37,125.0,rain,23.7,66.4,0,0,none,1,no_action,7
13,afternoon,1,0,work,deadline,143,work,44.0,48.1,8,2.02,91.1,clear,85.1,54.8,0,2,none,0,take_break,20
21,night,6,1,social,family_time,164,home,82.7,94.7,0,3.07,23.4,rain,30.5,78.4,0,1,podcast,1,no_action,7
17,evening,2,0,school,assignment_due,163,school,98.5,73.8,8,0.97,172.2,clear,30.3,92.7,1,3,podcast,0,take_break,20
1,night,5,1,none,none,999,home,44.2,91.1,2,1.59,157.3,clear,44.7,31.1,1,4,music,1,sleep_suggestion,15
10,morning,5,1,work,deadline,145,work,54.9,98.5,0,0.5,144.9,clear,67.3,66.8,0,3,music,0,take_break,20
2,night,1,0,school,exam,28,school,88.9,96.3,4,0.02,117.8,clear,58.0,51.1,0,4,music,1,take_break,20
18,evening,5,1,none,none,999,outside,76.8,72.6,6,0.03,165.6,clear,53.5,65.9,0,4,music,0,focus_session,5
0,night,4,0,none,none,999,outside,60.0,100.0,2,5.75,163.6,clear,60.2,67.5,0,4,none,1,no_action,7
3,night,3,0,none,none,999,home,49.6,44.6,8,6.63,112.7,rain,75.7,85.2,0,4,none,1,eat_something,1
5,morning,1,0,none,none,999,home,56.0,87.1,0,0.04,23.3,clear,14.6,32.2,0,0,podcast,1,no_action,7
19,evening,6,1,none,none,999,outside,47.7,14.3,8,3.8,176.4,snow,35.7,53.3,0,3,podcast,0,charge_phone,0
22,night,5,1,none,none,999,home,62.2,69.7,0,2.44,73.9,rain,94.4,40.0,1,5,podcast,1,wind_down,22
21,night,4,0,work,team_meeting,97,work,58.9,83.0,5,1.84,95.1,clear,56.2,84.5,1,0,none,1,take_break,20
18,evening,5,1,none,none,999,home,39.5,92.2,9,4.19,155.6,fog,21.6,13.1,1,0,music,0,read_email_alert,12
14,afternoon,0,0,social,date,118,home,34.0,63.4,6,0.1,15.6,clear,15.1,19.3,1,3,none,0,no_action,7
18,evening,5,1,work,presentation,176,work,18.2,67.7,8,0.22,94.3,snow,72.3,58.3,0,0,none,0,take_break,20
20,evening,1,0,work,team_meeting,-29,work,68.8,97.9,8,3.23,161.1,clear,54.8,71.2,0,2,podcast,0,send_late_message,13
3,night,4,0,health,therapy,-22,commuting,16.7,45.2,6,0.72,6.7,snow,91.3,76.0,0,2,none,1,sleep_suggestion,15
9,morning,0,0,school,lecture,159,school,30.2,70.8,4,0.06,84.8,clear,75.8,55.9,0,0,podcast,0,no_action,7
7,morning,6,1,health,medication_reminder,61,outside,46.3,59.0,4,2.07,0.8,clear,90.1,45.0,1,0,music,0,no_action,7
5,morning,2,0,none,none,999,home,83.5,81.7,4,0.03,101.3,clear,19.4,45.1,0,3,music,1,no_action,7
4,night,1,0,none,none,999,home,23.3,42.7,5,1.88,149.7,clear,34.3,66.3,0,5,none,1,sleep_suggestion,15
10,morning,5,1,none,none,999,outside,81.5,65.5,2,0.44,44.9,clear,19.4,74.9,0,4,podcast,0,exercise_suggestion,2
5,morning,1,0,none,none,999,outside,32.2,46.9,4,3.02,67.9,clear,14.6,79.7,0,5,none,1,no_action,7
20,evening,2,0,work,team_meeting,176,work,69.4,99.9,6,1.65,75.0,clear,83.0,44.5,0,1,none,0,no_action,7
23,night,2,0,school,exam,84,school,40.6,15.5,0,0.81,161.1,rain,25.3,45.7,0,5,music,1,sleep_suggestion,15
16,afternoon,2,0,none,none,999,home,93.6,61.2,2,2.3,22.9,snow,42.8,72.7,0,4,none,0,exercise_suggestion,2
12,afternoon,5,1,none,none,999,home,53.6,50.2,4,0.22,90.0,clear,76.5,58.6,0,2,music,0,no_action,7
5,morning,0,0,social,friends_hangout,62,outside,13.2,60.1,1,0.76,39.1,clear,52.3,72.1,1,5,none,1,no_action,7
13,afternoon,6,1,social,family_time,-11,commuting,62.1,73.1,8,1.43,46.4,rain,15.4,43.8,0,5,music,0,send_late_message,13
10,morning,0,0,health,medication_reminder,-12,commuting,88.8,88.8,3,1.03,98.5,clear,66.3,90.4,0,4,podcast,0,play_podcast,10
0,night,1,0,social,date,127,home,69.3,98.2,8,0.91,92.0,clear,17.7,85.2,0,4,podcast,1,no_action,7
4,night,4,0,social,dinner,3,restaurant,49.5,71.1,4,1.05,65.7,clear,91.8,90.6,0,4,none,1,no_action,7
1,night,0,0,none,none,999,home,66.3,89.5,8,4.83,1.0,fog,52.3,68.3,0,1,none,1,no_action,7
8,morning,4,0,work,deadline,-13,commuting,97.2,67.0,1,3.15,86.5,clear,71.8,52.4,0,0,none,0,play_music,9
15,afternoon,2,0,none,none,999,home,86.9,60.1,9,0.33,4.5,clear,66.2,59.4,1,3,none,0,read_email_alert,12
7,morning,0,0,school,exam,134,school,92.7,67.6,1,0.45,168.1,clear,58.1,44.2,0,4,none,0,take_break,20
0,night,4,0,none,none,999,outside,82.2,50.1,10,1.31,147.8,clear,77.0,64.0,0,0,podcast,1,no_action,7
7,morning,6,1,none,none,999,outside,96.8,49.1,6,4.49,117.0,clear,27.7,66.5,0,2,none,0,exercise_suggestion,2
22,night,2,0,none,none,999,home,22.4,100.0,4,0.51,162.1,rain,69.4,87.1,1,0,none,1,wind_down,22
3,night,5,1,none,none,999,outside,67.9,56.0,3,1.86,37.9,snow,21.0,71.3,0,1,none,1,no_action,7
14,afternoon,0,0,none,none,999,outside,24.6,69.1,3,2.33,14.2,snow,19.9,51.5,0,5,none,0,no_action,7
9,morning,0,0,health,gym,33,gym,83.8,82.2,3,3.75,154.9,rain,35.9,63.9,1,3,music,0,no_action,7
15,afternoon,4,0,school,assignment_due,121,school,58.8,100.0,3,0.26,79.2,snow,96.6,100.0,0,1,podcast,0,no_action,7
13,afternoon,0,0,none,none,999,outside,51.9,84.9,7,2.83,86.2,snow,89.1,81.8,0,4,podcast,0,no_action,7
14,afternoon,3,0,none,none,999,outside,10.9,75.1,5,3.44,158.8,snow,44.6,72.1,0,2,music,0,no_action,7
12,afternoon,2,0,social,dinner,177,restaurant,25.9,99.2,3,0.94,56.3,rain,34.3,76.3,0,2,none,0,no_action,7
22,night,1,0,none,none,999,home,34.7,85.7,7,0.85,127.0,fog,39.2,12.2,0,2,none,1,wind_down,22
6,morning,1,0,health,medication_reminder,103,outside,37.7,100.0,6,3.85,81.5,rain,83.1,85.7,1,2,none,0,no_action,7
9,morning,3,0,school,study_session,-21,commuting,33.9,56.6,2,3.39,90.7,clear,31.3,72.7,0,5,none,0,send_late_message,13
11,morning,1,0,work,deadline,84,work,47.1,88.4,6,4.53,74.0,clear,72.8,91.8,1,1,music,0,no_action,7
2,night,2,0,none,none,999,home,28.9,61.2,5,0.08,105.9,rain,90.6,24.9,0,5,podcast,1,sleep_suggestion,15
16,afternoon,3,0,school,assignment_due,-8,school,21.8,100.0,8,0.54,96.4,clear,37.8,34.5,1,2,podcast,0,take_break,20
20,evening,2,0,work,focus_work,-4,work,41.7,39.4,2,1.85,133.1,rain,68.2,20.7,1,5,podcast,0,take_break,20
3,night,3,0,none,none,999,home,17.8,89.3,1,3.18,70.0,rain,52.6,49.4,0,2,none,1,sleep_suggestion,15
23,night,0,0,none,none,999,outside,67.2,66.9,2,2.11,31.6,clear,10.3,62.6,0,1,music,1,wind_down,22
6,morning,2,0,health,therapy,49,outside,52.2,32.3,2,3.95,39.3,rain,17.4,18.3,0,3,none,0,no_action,7
7,morning,6,1,none,none,999,home,52.1,75.4,2,2.3,108.5,rain,81.0,41.1,0,2,music,0,plan_day,8
14,afternoon,5,1,none,none,999,outside,20.6,100.0,4,1.04,34.5,clear,97.1,50.1,0,4,podcast,0,social_suggestion,16
16,afternoon,3,0,work,focus_work,179,work,57.2,23.6,8,6.1,90.0,clear,81.6,100.0,0,0,none,0,eat_something,1
2,night,3,0,none,none,999,outside,63.4,79.9,10,0.81,22.7,rain,64.4,100.0,0,5,none,1,no_action,7
19,evening,3,0,work,team_meeting,142,work,42.7,100.0,4,0.2,81.6,rain,1.0,25.5,0,2,none,0,no_action,7
16,afternoon,6,1,none,none,999,home,90.0,68.0,4,0.44,39.9,clear,84.1,84.1,1,0,none,0,read_email_alert,12
21,night,6,1,social,family_time,95,home,73.2,50.2,6,0.18,179.7,snow,83.0,25.1,1,0,none,1,no_action,7
16,afternoon,2,0,work,focus_work,-14,work,46.4,64.2,3,0.11,113.1,fog,29.8,27.1,0,0,podcast,0,take_break,20
21,night,4,0,work,focus_work,167,work,92.2,84.3,6,2.39,39.2,clear,61.3,40.8,0,4,music,1,no_action,7
21,night,1,0,health,medication_reminder,-26,commuting,45.7,100.0,3,0.22,109.2,rain,15.6,90.6,0,4,none,1,take_medication,21
6,morning,0,0,work,focus_work,44,commuting,40.6,76.9,6,2.64,87.5,rain,54.9,47.9,0,2,music,0,play_music,9
1,night,1,0,none,none,999,home,96.8,72.4,0,0.73,130.2,fog,73.4,48.1,0,0,none,1,no_action,7
22,night,0,0,none,none,999,home,45.0,78.0,4,2.5,111.4,clear,91.7,85.4,0,4,none,1,wind_down,22
12,afternoon,4,0,none,none,999,outside,42.4,100.0,9,3.85,154.4,rain,96.7,44.7,0,3,music,0,no_action,7
10,morning,4,0,school,study_session,175,school,26.0,89.2,3,0.92,112.0,clear,84.6,53.8,0,0,none,0,take_break,20
19,evening,1,0,health,doctor_appointment,106,outside,19.6,91.6,1,0.8,34.1,rain,28.2,88.3,0,2,none,0,no_action,7
11,morning,5,1,social,dinner,149,restaurant,55.7,51.5,8,2.91,135.2,clear,92.9,94.3,0,4,none,0,no_action,7
5,morning,0,0,none,none,999,home,17.2,70.3,5,0.6,41.9,rain,39.7,81.7,1,1,podcast,1,no_action,7
16,afternoon,1,0,social,family_time,-9,commuting,48.2,72.7,0,1.21,111.6,clear,22.6,46.4,0,4,podcast,0,suggest_repeat_action,19
18,evening,0,0,school,assignment_due,98,school,40.1,82.6,4,8.1,11.7,rain,94.9,64.5,0,1,music,0,eat_something,1
17,evening,1,0,health,therapy,23,home,29.7,100.0,2,0.24,116.3,rain,69.1,61.4,0,3,music,0,start_commute,17
20,evening,4,0,none,none,999,outside,16.9,84.2,7,0.82,68.7,clear,40.9,66.0,0,5,none,0,wind_down,22
8,morning,6,1,none,none,999,home,61.3,81.8,7,0.68,56.0,clear,51.3,45.7,0,5,none,0,focus_session,5
23,night,4,0,none,none,999,outside,13.2,53.6,9,1.02,150.2,snow,16.8,39.3,0,3,music,1,sleep_suggestion,15
18,evening,3,0,health,therapy,167,outside,87.9,41.0,6,0.69,3.6,rain,7.4,59.9,1,1,music,0,no_action,7
12,afternoon,1,0,work,focus_work,156,work,12.9,78.7,6,1.16,128.5,clear,72.9,32.4,0,3,podcast,0,take_break,20
14,afternoon,4,0,school,study_session,99,school,10.7,75.7,9,5.11,11.9,clear,67.3,100.0,0,0,none,0,study_for_class,18
16,afternoon,6,1,none,none,999,outside,41.8,73.8,1,0.12,122.8,clear,83.5,89.6,0,1,music,0,social_suggestion,16
17,evening,3,0,work,presentation,1,work,18.0,61.9,10,2.85,94.4,clear,76.3,84.6,0,2,none,0,silence_phone,14
18,evening,0,0,social,family_time,53,home,89.0,54.2,9,1.09,122.3,snow,24.0,41.3,0,3,music,0,no_action,7
4,night,3,0,none,none,999,home,51.4,54.2,0,10.0,129.0,clear,76.6,71.1,1,4,music,1,eat_something,1
12,afternoon,2,0,social,family_time,16,commuting,28.7,74.1,8,2.38,98.1,rain,18.9,31.3,1,0,podcast,0,suggest_repeat_action,19
5,morning,3,0,none,none,999,outside,73.5,15.6,10,0.77,12.3,rain,97.1,46.9,0,4,music,1,no_action,7
5,morning,3,0,none,none,999,outside,36.7,77.7,6,0.31,91.9,clear,20.4,48.9,0,4,podcast,1,no_action,7
11,morning,4,0,social,dinner,50,restaurant,35.3,84.0,9,0.03,86.3,clear,48.1,7.8,1,1,none,0,no_action,7
19,evening,4,0,none,none,999,home,53.7,54.4,4,3.39,103.0,clear,20.9,74.2,0,0,music,0,no_action,7
15,afternoon,2,0,school,exam,9,school,25.5,100.0,1,0.26,141.1,clear,34.6,35.4,1,2,podcast,0,take_break,20
18,evening,1,0,health,medication_reminder,156,home,39.2,87.8,5,4.09,168.6,clear,46.0,26.6,0,0,none,0,no_action,7
17,evening,0,0,school,study_session,27,school,68.5,100.0,0,4.56,82.7,snow,8.1,69.5,1,1,none,0,no_action,7
21,night,2,0,social,family_time,154,home,94.2,100.0,2,1.26,69.9,fog,71.6,43.4,0,4,podcast,1,no_action,7
13,afternoon,6,1,school,study_session,137,school,75.2,88.3,3,0.14,158.8,clear,63.7,23.3,0,0,music,0,take_break,20
22,night,6,1,none,none,999,home,49.1,64.7,7,5.4,90.7,clear,19.0,71.8,0,5,podcast,1,wind_down,22
15,afternoon,6,1,health,therapy,-18,commuting,48.0,100.0,5,5.21,179.4,clear,44.3,56.0,0,2,music,0,suggest_repeat_action,19
8,morning,5,1,health,gym,61,gym,45.8,100.0,5,0.33,83.0,fog,65.6,59.1,0,5,none,0,no_action,7
0,night,1,0,none,none,999,home,17.2,24.4,4,1.98,17.8,clear,87.1,100.0,0,3,music,1,sleep_suggestion,15
10,morning,4,0,work,presentation,-11,work,21.3,67.9,9,0.54,122.0,rain,81.5,65.9,1,5,music,0,send_late_message,13
12,afternoon,3,0,school,lecture,77,school,90.0,40.5,6,2.48,5.0,fog,36.8,65.6,0,4,none,0,study_for_class,18
8,morning,2,0,work,deadline,53,commuting,52.9,30.1,7,1.08,54.9,clear,83.4,65.7,0,2,podcast,0,play_podcast,10
0,night,4,0,social,family_time,136,home,69.0,88.7,9,0.22,162.1,clear,41.1,90.2,1,5,music,1,no_action,7
6,morning,3,0,work,team_meeting,151,work,39.1,100.0,9,0.27,69.6,clear,64.4,49.8,1,0,none,0,no_action,7
1,night,5,1,health,doctor_appointment,29,home,47.9,37.7,0,1.31,102.9,clear,37.1,23.6,0,2,music,1,start_commute,17
7,morning,0,0,school,exam,86,school,47.9,100.0,5,1.17,49.0,clear,13.7,24.9,0,1,none,0,study_for_class,18
10,morning,2,0,health,medication_reminder,127,home,61.6,86.9,1,1.9,83.3,rain,71.7,50.7,0,4,podcast,0,no_action,7
5,morning,5,1,none,none,999,home,19.0,81.3,10,8.3,13.7,rain,64.0,82.7,1,2,none,1,eat_something,1
3,night,3,0,none,none,999,outside,53.3,36.4,4,3.59,133.0,clear,22.7,46.4,0,2,none,1,no_action,7
7,morning,1,0,school,exam,99,school,67.0,75.6,4,0.37,27.2,clear,70.2,98.2,0,0,none,0,study_for_class,18
19,evening,4,0,work,team_meeting,86,work,20.0,50.5,7,2.27,38.5,clear,56.0,52.6,0,1,none,0,no_action,7
6,morning,6,1,school,assignment_due,146,school,52.8,57.0,8,0.77,176.0,rain,16.3,74.9,0,3,music,0,take_break,20
5,morning,2,0,none,none,999,outside,28.2,41.8,6,0.16,133.6,clear,75.0,59.7,0,5,none,1,no_action,7
17,evening,1,0,health,doctor_appointment,12,commuting,11.7,19.4,8,3.2,117.7,clear,45.8,77.0,1,1,none,0,no_action,7
22,night,2,0,none,none,999,outside,84.6,70.6,5,3.79,152.9,clear,83.0,36.9,1,0,none,1,wind_down,22
5,morning,4,0,none,none,999,home,73.0,93.4,9,2.5,7.5,snow,68.1,82.6,0,1,music,1,no_action,7
8,morning,0,0,social,friends_hangout,-6,commuting,98.5,84.6,6,1.25,132.6,clear,62.1,78.9,0,3,podcast,0,play_podcast,10
7,morning,0,0,social,family_time,151,home,42.5,87.6,3,0.68,60.6,fog,55.7,50.5,0,3,music,0,no_action,7
21,night,0,0,work,presentation,170,work,77.4,38.9,8,0.82,38.1,rain,43.2,56.6,0,4,podcast,1,no_action,7
9,morning,3,0,school,exam,41,commuting,55.8,45.4,5,0.73,167.7,clear,95.9,80.9,0,2,podcast,0,play_podcast,10
11,morning,5,1,social,friends_hangout,136,home,66.4,69.6,1,1.88,74.7,clear,65.4,85.9,1,3,none,0,no_action,7
3,night,3,0,health,doctor_appointment,46,outside,55.3,54.4,0,6.2,18.0,clear,96.3,5.0,0,3,music,1,eat_something,1
14,afternoon,5,1,social,friends_hangout,165,outside,23.0,100.0,10,0.38,127.3,clear,97.8,26.0,0,0,none,0,no_action,7
17,evening,5,1,health,therapy,80,home,21.1,75.3,3,1.37,120.5,clear,42.9,52.2,0,1,podcast,0,no_action,7
0,night,3,0,none,none,999,home,47.1,34.4,10,0.91,31.0,clear,10.4,84.2,1,3,music,1,no_action,7
20,evening,3,0,health,therapy,143,home,17.8,79.3,4,0.25,9.3,rain,69.0,68.4,1,0,music,0,no_action,7
8,morning,0,0,work,team_meeting,-7,commuting,59.7,67.3,9,0.77,44.2,clear,95.5,75.3,0,1,music,0,play_music,9
15,afternoon,6,1,school,exam,141,school,88.3,69.2,10,0.24,179.7,fog,30.5,32.1,0,0,none,0,take_break,20
1,night,0,0,work,focus_work,124,work,18.7,75.5,10,1.7,146.7,rain,23.4,41.2,0,4,music,1,sleep_suggestion,15
8,morning,1,0,work,team_meeting,32,commuting,58.1,75.0,0,0.45,106.4,rain,54.9,40.7,0,0,none,0,play_music,9
3,night,1,0,none,none,999,outside,79.0,61.3,2,1.89,157.5,fog,32.6,78.6,0,1,podcast,1,no_action,7
17,evening,0,0,work,presentation,127,work,64.4,78.5,0,10.0,32.6,fog,80.2,71.8,0,4,podcast,0,eat_something,1
14,afternoon,3,0,work,team_meeting,108,work,75.5,55.9,6,0.03,143.3,clear,63.6,79.9,0,1,none,0,take_break,20
7,morning,6,1,none,none,999,outside,93.0,85.9,5,2.58,138.7,rain,61.7,69.5,0,3,none,0,exercise_suggestion,2
17,evening,1,0,work,presentation,112,work,91.9,74.1,0,0.01,30.0,clear,88.8,43.7,1,5,none,0,no_action,7
22,night,6,1,none,none,999,outside,92.6,95.9,5,0.9,7.7,clear,63.3,81.5,0,5,none,1,wind_down,22
9,morning,2,0,school,study_session,-17,commuting,49.5,100.0,0,0.38,16.3,snow,44.8,46.0,0,0,none,0,play_music,9
7,morning,1,0,school,study_session,-19,commuting,28.1,100.0,2,0.69,17.5,clear,32.9,74.1,0,0,podcast,0,play_podcast,10
1,night,0,0,none,none,999,home,57.3,99.6,3,1.71,100.9,clear,70.5,49.4,0,3,none,1,no_action,7
18,evening,5,1,none,none,999,outside,51.0,40.7,10,4.0,25.2,rain,27.8,29.1,0,1,podcast,0,social_suggestion,16
1,night,1,0,none,none,999,home,99.5,72.0,6,2.29,158.2,fog,51.2,30.1,0,2,none,1,no_action,7
11,morning,2,0,none,none,999,home,50.2,86.8,0,5.52,83.3,clear,79.7,70.9,0,3,none,0,no_action,7
15,afternoon,4,0,work,focus_work,131,work,93.0,100.0,6,1.44,150.9,snow,5.5,79.2,0,2,none,0,take_break,20
23,night,1,0,work,focus_work,65,work,16.4,64.5,3,0.22,100.6,clear,54.3,74.5,0,4,none,1,sleep_suggestion,15
10,morning,6,1,social,friends_hangout,161,outside,53.9,92.8,2,0.13,41.3,clear,73.3,63.8,0,0,podcast,0,no_action,7
13,afternoon,0,0,social,family_time,151,home,51.3,76.1,5,0.78,53.4,rain,26.3,63.4,1,1,music,0,no_action,7
15,afternoon,2,0,work,presentation,28,work,58.1,99.6,4,1.55,101.3,clear,25.8,72.9,1,1,none,0,prepare_for_meeting,11
12,afternoon,1,0,school,study_session,63,school,93.0,52.4,0,3.52,69.5,clear,64.4,73.8,0,1,podcast,0,study_for_class,18
18,evening,6,1,none,none,999,home,61.3,71.0,6,0.08,29.0,clear,32.9,57.4,0,5,music,0,focus_session,5
13,afternoon,1,0,none,none,999,home,29.9,80.6,3,0.1,17.9,clear,86.0,85.3,0,2,music,0,no_action,7
16,afternoon,5,1,social,friends_hangout,-18,commuting,14.7,87.8,2,1.73,179.9,rain,74.8,77.8,0,4,music,0,send_late_message,13
16,afternoon,3,0,social,dinner,-1,restaurant,81.6,54.5,5,2.34,174.3,clear,11.2,30.0,1,4,none,0,no_action,7
15,afternoon,2,0,social,date,159,home,25.2,88.5,8,0.44,19.8,snow,55.9,52.7,0,3,music,0,no_action,7
1,night,4,0,none,none,999,home,33.9,40.9,6,0.29,73.8,snow,2.9,69.3,0,2,none,1,sleep_suggestion,15
0,night,6,1,social,dinner,133,restaurant,51.8,53.4,8,1.16,94.3,clear,31.8,20.6,0,0,none,1,no_action,7
9,morning,0,0,school,exam,34,commuting,21.6,61.3,10,1.35,167.8,clear,36.6,46.9,1,1,music,0,play_music,9
6,morning,4,0,work,team_meeting,84,work,76.3,74.1,5,2.52,96.1,fog,82.1,43.8,0,0,none,0,take_break,20
12,afternoon,0,0,none,none,999,outside,98.1,82.2,10,1.24,132.0,rain,2.0,47.7,0,2,none,0,focus_session,5
16,afternoon,0,0,none,none,999,home,32.1,100.0,10,0.66,168.3,clear,23.2,52.8,1,5,music,0,read_email_alert,12
18,evening,1,0,school,study_session,26,school,73.5,29.0,7,0.29,92.0,rain,8.8,70.1,0,0,none,0,take_break,20
21,night,6,1,social,dinner,53,restaurant,90.0,100.0,4,2.03,101.9,clear,66.1,28.4,0,2,podcast,1,no_action,7
19,evening,3,0,health,gym,102,gym,11.5,64.4,2,5.52,61.9,clear,24.5,74.7,0,5,podcast,0,no_action,7
8,morning,4,0,work,team_meeting,59,commuting,26.4,72.7,7,0.23,97.5,fog,99.5,80.6,0,0,music,0,play_music,9
19,evening,6,1,health,gym,124,gym,36.0,63.7,8,1.15,64.8,clear,85.9,60.1,0,4,music,0,no_action,7
15,afternoon,6,1,social,dinner,68,restaurant,96.7,95.3,2,3.93,94.1,clear,25.5,59.5,0,5,none,0,no_action,7
23,night,3,0,none,none,999,home,82.2,82.8,7,0.83,120.2,clear,77.9,54.3,0,0,none,1,wind_down,22
19,evening,2,0,school,assignment_due,161,school,34.9,96.6,2,1.7,137.1,clear,42.9,93.0,0,0,music,0,take_break,20
11,morning,3,0,school,assignment_due,99,school,95.0,42.5,6,0.84,108.5,clear,76.6,100.0,0,3,music,0,take_break,20
21,night,2,0,social,dinner,99,restaurant,75.1,69.3,2,0.93,99.9,clear,2.5,39.4,0,3,podcast,1,no_action,7
17,evening,3,0,health,medication_reminder,105,home,57.6,88.7,4,0.85,141.1,clear,31.1,98.5,0,3,podcast,0,no_action,7
21,night,2,0,social,date,155,home,17.8,100.0,6,1.46,28.7,fog,54.9,64.8,0,2,podcast,1,no_action,7
3,night,3,0,none,none,999,home,30.4,100.0,9,0.27,86.9,rain,57.6,75.9,0,0,podcast,1,sleep_suggestion,15
10,morning,2,0,school,assignment_due,143,school,49.6,79.9,4,0.67,59.5,rain,60.4,94.1,0,1,none,0,no_action,7
3,night,1,0,social,dinner,8,restaurant,36.8,69.5,10,1.19,130.3,clear,30.5,72.6,0,1,none,1,sleep_suggestion,15
0,night,4,0,none,none,999,outside,38.0,49.5,7,1.44,15.8,rain,91.6,55.6,0,0,music,1,sleep_suggestion,15
7,morning,0,0,social,date,33,home,10.6,51.9,4,0.01,96.9,clear,61.9,97.9,0,3,podcast,0,start_commute,17
10,morning,1,0,work,team_meeting,10,work,14.1,100.0,8,3.01,176.3,fog,80.5,63.2,1,0,music,0,prepare_for_meeting,11
0,night,1,0,none,none,999,home,27.7,5.0,2,0.9,32.7,clear,50.4,43.0,0,4,music,1,charge_phone,0
5,morning,3,0,none,none,999,home,83.9,50.6,0,2.62,97.3,snow,53.2,100.0,0,0,music,1,no_action,7
12,afternoon,5,1,school,assignment_due,151,school,71.1,100.0,10,0.23,34.5,clear,76.3,93.5,0,2,none,0,no_action,7
16,afternoon,6,1,social,date,168,outside,73.4,100.0,8,2.07,107.3,clear,3.4,37.7,0,2,none,0,no_action,7
